BratislavaI-V;Celkovavymerauzemiaobce-mesta(vm2);367497182;367497182;367520138;367520138;367521977;367584374;367584374;367584374;367584374;367584374;367584374;367584217;367660755;367660843;367660843;367660843;367627122;367627172;367627172;367627172;367627172;367627172;
;NepolnohospodarskaPoda-zastavanaplochaanadvorie(vm2);4568573;3828104;3280750;3242430;3244964;3324512;3336492;3740608;3869953;3896607;3893786;4185914;4209893;4210072;4212994;4241580;4255404;4326000;4386765;4557123;4569070;4620829;
;NepolnohospodarskaPoda-ostatnaplocha(vm2);2469444;3204337;3681662;3849157;3848996;3838426;3829363;3448368;3415794;3280360;3296648;3007217;3026619;3054697;3090224;3280915;3467227;3449857;3422253;3312706;3459896;3441725;
Bratislava-Dubravka;Celkovavymerauzemiaobce-mesta(vm2);8625880;8625880;8648836;8648836;8648836;8648836;8648836;8648836;8648836;8648836;8648836;8648836;8648836;8648836;8648836;8648836;8648836;8648836;8648836;8648836;8648836;8648836;
;PolnohospodarskaPoda-spolu(vm2);2734751;2734716;2741170;2736784;2729825;2723533;2715557;2758711;2754092;2746930;2720129;2712031;2662266;2655185;2630479;2621649;2580520;2573749;2549600;2533718;2514794;2500583;
;PolnohospodarskaPoda-ornaPoda(vm2);1333304;1331744;1331674;1324803;1317479;1316567;1312957;1311162;1308433;1308322;1305915;1291478;1273710;1270655;1263706;1262669;1212320;1209551;1191050;1177128;1164832;1163651;
;PolnohospodarskaPoda-chmelnica(vm2);0;0;0;0;0;0;14;14;14;14;0;0;0;0;0;0;0;0;0;0;0;0;
;PolnohospodarskaPoda-vinica(vm2);58868;59073;61884;61864;61393;61241;61199;60869;60610;60783;60566;59791;55605;55605;54520;53335;53335;51445;44836;38364;38364;37487;
;PolnohospodarskaPoda-zahrada;1179621;1177712;1181298;1184181;1185125;1209026;1205867;1226239;1223444;1212520;1210653;1219227;1192120;1188423;1171610;1164761;1167986;1165242;1166413;1169847;1163219;1151066;
;PolnohospodarskaPoda-ovocnysad(vm2);0;0;0;0;0;0;0;2987;3347;3627;3627;3627;3627;3627;3627;3627;3627;3627;3627;3627;3627;3627;
;PolnohospodarskaPoda-trvalytravnyporast(vm2);162958;166187;166314;165936;165828;136699;135520;157440;158244;161664;139368;137908;137204;136875;137016;137257;143252;143884;143674;144752;144752;144752;
;NepolnohospodarskaPoda-spolu;5891129;5891164;5907666;5912052;5919011;5925303;5933279;5890125;5894744;5901906;5928707;5936805;5986570;5993651;6018357;6027187;6068316;6075087;6099236;6115118;6134042;6148253;
;NepolnohospodarskaPoda-lesnypozemok(vm2);1925478;1925284;1944126;1944160;1944160;1943285;1942967;1942967;1940804;1940804;1940804;1940803;1940803;1940803;1940803;1940803;1940803;1937525;1937351;1936235;1936203;1936203;
;NepolnohospodarskaPoda-vodnaplocha(vm2);14704;14704;14353;14353;14323;14323;14323;14323;14323;14323;14323;14323;14323;14279;14279;14279;14279;14279;14279;14279;14279;14279;
;NepolnohospodarskaPoda-zastavanaplochaanadvorie(vm2);2551660;2543965;2539619;2555539;2556395;2560960;2586132;2580403;2606955;2623864;2686967;2701184;2710984;2723095;2732007;2738285;2744337;2763055;2774218;2792691;2804022;2821914;
;NepolnohospodarskaPoda-ostatnaplocha(vm2);1399287;1407211;1409568;1398000;1404133;1406735;1389857;1352432;1332662;1322915;1286613;1280495;1320460;1315474;1331268;1333820;1368897;1360228;1373388;1371913;1379538;1375857;
Bratislava-KarlovaVes;Celkovavymerauzemiaobce-mesta(vm2);10947874;10947874;10947874;10947874;10947874;10947874;10947874;10947874;10947874;10947874;10947874;10947874;11016416;11016416;11016416;11016416;10951046;10951096;10951096;10951096;10951096;10951096;
;PolnohospodarskaPoda-spolu(vm2);1240667;1238150;1204931;1199845;1191596;1163556;1147782;1137874;1116862;1099439;1063793;1037224;1026086;1015884;1003741;992626;989812;985789;980624;979665;978650;977171;
;PolnohospodarskaPoda-ornaPoda(vm2);153085;153049;153049;153115;151597;150824;150585;150231;149368;145209;143743;143751;143751;143751;139096;136525;136525;136556;136281;136281;136281;136281;
;PolnohospodarskaPoda-chmelnica(vm2);0;0;0;0;405;424;413;413;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
;PolnohospodarskaPoda-vinica(vm2);312928;306508;247508;244281;243196;240565;237106;236293;230846;224329;207029;191535;190385;188294;185950;179211;177152;160864;158853;155967;155465;153936;
;PolnohospodarskaPoda-zahrada;669199;668601;671823;672918;667997;659962;648328;639899;626970;620396;611714;601916;592203;585242;579706;575368;574634;578658;578328;579382;578876;578926;
;PolnohospodarskaPoda-ovocnysad(vm2);30532;30532;30513;28565;28565;28548;28548;28531;28492;28469;28469;28365;28365;28365;28365;28365;28344;28569;28553;28553;28553;28553;
;PolnohospodarskaPoda-trvalytravnyporast(vm2);74923;79460;102038;100966;99836;83233;82802;82507;81186;81036;72838;71657;71382;70232;70624;73157;73157;81142;78609;79482;79475;79475;
;NepolnohospodarskaPoda-spolu;9707207;9709724;9742943;9748029;9756278;9784318;9800092;9810000;9831012;9848435;9884081;9910650;9990330;10000532;10012675;10023790;9961234;9965307;9970472;9971431;9972446;9973925;
;NepolnohospodarskaPoda-lesnypozemok(vm2);2638434;2373136;2371626;2371163;2371163;2367841;2367762;2367762;2367674;2367626;2367273;2367273;2367223;2367223;2367223;2367223;2367223;2367223;2367223;2367219;2367219;2367219;
;NepolnohospodarskaPoda-vodnaplocha(vm2);1237453;1232322;1207875;1206959;1206137;1203991;1196490;1196490;1196490;1196490;1196490;1196490;1263757;1265240;1266350;1266350;1200980;1200998;1200998;1200998;1200998;1200998;
;NepolnohospodarskaPoda-zastavanaplochaanadvorie(vm2);2813646;2832342;2852451;2854653;2839391;2820742;2948634;2955038;2972203;3003751;3041886;3057854;3121995;3184017;3198890;3225701;3250078;3275687;3286548;3291601;3302920;3307283;
;NepolnohospodarskaPoda-ostatnaplocha(vm2);3017674;3271924;3310991;3315254;3339587;3391744;3287206;3290710;3294645;3280568;3278432;3289033;3237355;3184052;3180212;3164516;3142953;3121399;3115703;3111613;3101309;3098425;
Bratislava-Lamac;Celkovavymerauzemiaobce-mesta(vm2);6543201;6543201;6543201;6543201;6542373;6542373;6542373;6542373;6542373;6542373;6542373;6542373;6542373;6542373;6542373;6542373;6542373;6542373;6542373;6542373;6542373;6542373;
;PolnohospodarskaPoda-spolu(vm2);3066343;3065766;2941221;2839038;2836789;2831600;2814801;2810389;2801734;2769354;2757835;2758836;2754587;2563128;2513109;2499131;2506833;2499323;2472213;2468652;2430335;2428204;
;PolnohospodarskaPoda-ornaPoda(vm2);1882588;1882588;1882591;1881995;1881564;1880973;1865102;1863990;1861348;1825597;1818306;1819075;1815449;1626461;1577656;1565566;1549866;1543744;1516935;1515582;1478551;1477435;
;PolnohospodarskaPoda-chmelnica(vm2);0;0;0;76;76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
;PolnohospodarskaPoda-vinica(vm2);166684;165116;162725;162442;161382;161364;161130;161090;160710;161446;161446;161451;161467;160548;161032;161032;159673;159673;159673;159646;159586;159585;
;PolnohospodarskaPoda-zahrada;1005782;1006773;881136;779949;779815;775107;775069;771996;768672;763796;754206;753179;749911;748359;746661;744773;768874;767486;766717;764536;763532;762518;
;PolnohospodarskaPoda-ovocnysad(vm2);2528;2528;2528;2528;1904;1904;1904;1904;1904;0;0;0;0;0;0;0;0;0;0;0;0;0;
;PolnohospodarskaPoda-trvalytravnyporast(vm2);8761;8761;12241;12048;12048;12252;11596;11409;9100;18515;23877;25131;27760;27760;27760;27760;28420;28420;28888;28888;28666;28666;
;NepolnohospodarskaPoda-spolu;3476858;3477435;3601980;3704163;3705584;3710773;3727572;3731984;3740639;3773019;3784538;3783537;3787786;3979245;4029264;4043242;4035540;4043050;4070160;4073721;4112038;4114169;
;NepolnohospodarskaPoda-lesnypozemok(vm2);1457234;1457234;1457334;1457334;1456992;1456992;1456992;1457345;1457345;1457145;1457145;1457167;1457114;1457262;1457262;1457282;1457282;1457282;1457282;1457282;1457282;1456155;
;NepolnohospodarskaPoda-vodnaplocha(vm2);46480;46480;46480;46480;46480;46480;46450;46450;46450;46450;46450;46450;46450;46450;46450;46450;46450;46450;46320;46291;46138;46138;
;NepolnohospodarskaPoda-zastavanaplochaanadvorie(vm2);698161;701068;700658;701893;702827;705479;811914;816983;859229;982996;987493;1003966;1014252;1015781;1031929;1068017;1058079;1060965;1122248;1220588;1234647;1256623;
;NepolnohospodarskaPoda-ostatnaplocha(vm2);1274983;1272653;1397508;1498456;1499285;1501822;1412216;1411206;1377615;1286428;1293450;1275954;1269970;1459752;1493623;1471493;1473729;1478353;1444310;1349560;1373971;1355253;
Bratislava-ZahorskaBystrica;Celkovavymerauzemiaobce-mesta(vm2);32292322;32292322;32292322;32292322;32297810;32297811;32297811;32297811;32297811;32297811;32297811;32297811;32297811;32297811;32297811;32297811;32297811;32297811;32297811;32297811;32297811;32297811;
;PolnohospodarskaPoda-spolu(vm2);14552417;14551896;14542720;14538288;14398159;14441566;14418008;14408281;14400011;14387856;14377032;14360431;14257450;13936248;13837140;13527401;13761560;13706703;13641168;13574173;13534973;13471494;
;PolnohospodarskaPoda-ornaPoda(vm2);12270226;12270292;12254335;12253256;12069386;12102373;12080939;12063039;11900118;11885479;11871810;11859948;11729370;11416464;11323191;11050858;11285976;11242578;11203509;11177610;11155976;11130129;
;PolnohospodarskaPoda-vinica(vm2);41821;41816;41206;40651;36873;36512;35869;34046;32274;32276;30602;30604;30659;30506;27880;27475;26837;26021;25229;25229;25229;25229;
;PolnohospodarskaPoda-zahrada;1173327;1173309;1185032;1182841;1267039;1277884;1276403;1291830;1298749;1309570;1324851;1331864;1362399;1362574;1489336;1570083;1583422;1586498;1567532;1529678;1512112;1474712;
;PolnohospodarskaPoda-ovocnysad(vm2);882164;882164;882164;882164;885076;885076;885076;878793;876387;867779;860818;854437;851270;849915;713278;595529;581776;567371;560663;557377;557377;557145;
;PolnohospodarskaPoda-trvalytravnyporast(vm2);184879;184315;179983;179376;139785;139721;139721;140573;292483;292752;288951;283578;283752;276789;283455;283456;283549;284235;284235;284279;284279;284279;
;NepolnohospodarskaPoda-spolu;17739905;17740426;17749602;17754034;17899651;17856245;17879803;17889530;17897800;17909955;17920779;17937380;18040361;18361563;18460671;18770410;18536251;18591108;18656643;18723638;18762838;18826317;
;NepolnohospodarskaPoda-lesnypozemok(vm2);15184744;15185122;15189901;15188180;15189053;15177057;15172891;15143661;15109635;15097176;15086770;15085727;15058776;15057615;15057615;15057615;15056673;15056373;15056373;15056323;15055745;15055745;
;NepolnohospodarskaPoda-vodnaplocha(vm2);399536;399506;399506;399072;354192;354057;354089;354070;353183;351310;351310;351310;351310;349503;349503;349266;348555;348373;348184;348184;348184;348184;
;NepolnohospodarskaPoda-zastavanaplochaanadvorie(vm2);1630988;1629476;1633959;1637836;1740938;1698683;1705204;1715442;1714618;1729308;1736281;1744776;1837584;1845393;1904905;2172245;1938365;1979830;2012666;2043874;2089789;2116678;
;NepolnohospodarskaPoda-ostatnaplocha(vm2);524637;526322;526236;528946;615468;626448;647619;676357;720364;732161;746418;755567;792691;1109052;1148648;1191284;1192658;1206532;1239420;1275257;1269120;1305710;
Bratislava-cunovo;Celkovavymerauzemiaobce-mesta(vm2);18622718;18622718;18622718;18622718;18622718;18622718;18622718;18622718;18622718;18622718;18622718;18622718;18622718;18622718;18622718;18622718;18626272;18626272;18626272;18626272;18626272;18626272;
;PolnohospodarskaPoda-spolu(vm2);8725171;8726681;8726798;8726798;8727406;8727466;8718970;8717499;8614296;8613668;8613084;8556925;8551137;8547675;8519130;8433361;8428553;8008095;8006942;7989486;7987244;7981764;
;PolnohospodarskaPoda-ornaPoda(vm2);7609948;7782133;7507416;7462502;7553939;7706300;7697924;7696764;7594041;7556747;8165954;8075603;8070887;8070682;8038704;7884976;7868632;7535084;7534654;7517764;7516239;7508357;
;PolnohospodarskaPoda-vinica(vm2);1023;691;691;691;691;691;691;691;691;691;691;691;691;691;691;691;691;691;691;691;691;678;
;PolnohospodarskaPoda-zahrada;544328;373396;393413;433045;342216;279963;279843;279532;279052;315718;332398;366590;365573;362318;365751;368062;367814;375586;374863;374297;373580;375995;
;PolnohospodarskaPoda-ovocnysad(vm2);455673;455673;711237;716519;716519;626471;626471;626471;626471;626471;0;0;0;0;0;0;0;0;0;0;0;0;
;PolnohospodarskaPoda-trvalytravnyporast(vm2);114199;114788;114041;114041;114041;114041;114041;114041;114041;114041;114041;114041;113986;113984;113984;179632;191416;96734;96734;96734;96734;96734;
;NepolnohospodarskaPoda-spolu;9897547;9896037;9895920;9895920;9895312;9895252;9903748;9905219;10008422;10009050;10009634;10065793;10071581;10075043;10103588;10189357;10197719;10618177;10619330;10636786;10639028;10644508;
;NepolnohospodarskaPoda-lesnypozemok(vm2);1542431;1542431;1542431;1542431;1542431;1552602;1552602;1552602;1552602;1552602;1552602;1552602;1548696;1548696;1548696;1548696;1546083;1502987;1502987;1502987;1502987;1502987;
;NepolnohospodarskaPoda-vodnaplocha(vm2);1156343;1155039;1156662;1155191;1155191;1155191;1155191;1155191;1140922;1140922;1137880;4585582;4553893;4553893;4553893;4553893;4571947;4561771;4561771;4539085;4532223;4532223;
;NepolnohospodarskaPoda-zastavanaplochaanadvorie(vm2);602390;603601;609830;653824;671372;666869;676093;677605;795077;796571;800738;1030930;1072358;1035364;1045004;1049030;1089005;1247102;1255542;1267786;1278803;1282234;
;NepolnohospodarskaPoda-ostatnaplocha(vm2);6596383;6594966;6586997;6544474;6526318;6520590;6519862;6519821;6519821;6518955;6518414;2896679;2896634;2937090;2955995;3037738;2990684;3306317;3299030;3326928;3325015;3327064;
Bratislava-Jarovce;Celkovavymerauzemiaobce-mesta(vm2);21342442;21342442;21342442;21342442;21342442;21342442;21342442;21342442;21342442;21342442;21342442;21342442;21342442;21342442;21342442;21342442;21342442;21342442;21342442;21342442;21342442;21342442;
;PolnohospodarskaPoda-spolu(vm2);15978462;15977736;15868305;15867031;15867899;15866945;15865200;15864259;15661083;15657175;15654763;15343884;15267257;15264606;15236692;15224292;15005521;15166307;15161836;15059828;15055679;14833399;
;PolnohospodarskaPoda-ornaPoda(vm2);14920297;14921667;14811224;14809921;14807642;14807815;14807278;14807094;14603735;14655438;14787215;14471541;14406829;14405490;14376491;14363542;14143921;14139954;14135122;14077617;14074241;13851166;
;PolnohospodarskaPoda-chmelnica(vm2);0;0;0;0;0;0;0;0;0;0;0;193;0;0;0;0;0;0;0;0;0;0;
;PolnohospodarskaPoda-vinica(vm2);421;421;421;421;421;421;421;421;421;421;421;421;421;421;421;421;421;421;421;421;421;421;
;PolnohospodarskaPoda-zahrada;285654;283558;284555;284584;287731;286604;285396;284639;284822;229211;228096;232698;231342;230030;231115;231664;232514;232155;232516;225117;224344;225239;
;PolnohospodarskaPoda-ovocnysad(vm2);722211;722211;722226;722226;722226;722226;722226;722226;722226;722226;589152;589152;578786;578786;578786;578786;578786;578786;578786;578786;578786;578786;
;PolnohospodarskaPoda-trvalytravnyporast(vm2);49879;49879;49879;49879;49879;49879;49879;49879;49879;49879;49879;49879;49879;49879;49879;49879;49879;214991;214991;177887;177887;177787;
;NepolnohospodarskaPoda-spolu;5363980;5364706;5474137;5475411;5474543;5475497;5477242;5478183;5681359;5685267;5687679;5998558;6075185;6077836;6105750;6118150;6336921;6176135;6180606;6282614;6286763;6509043;
;NepolnohospodarskaPoda-lesnypozemok(vm2);973985;973983;973983;973983;973983;973983;973983;973983;973983;973983;974426;974426;974427;974427;973268;973268;973268;973268;973268;973268;973268;973268;
;NepolnohospodarskaPoda-vodnaplocha(vm2);417140;417140;417140;417140;417140;417140;417140;417140;417140;417140;417140;417140;417140;417140;1151344;1151344;1151344;1151344;1151344;1151344;1151344;1151344;
;NepolnohospodarskaPoda-zastavanaplochaanadvorie(vm2);756519;756523;859109;859246;859585;861591;864200;877809;897210;900345;898381;1238566;1314691;1321689;1410259;1425641;1430320;1434383;1438164;1436637;1439392;1461031;
;NepolnohospodarskaPoda-ostatnaplocha(vm2);3216336;3217060;3223905;3225042;3223835;3222783;3221919;3209251;3393026;3393799;3397732;3368426;3368927;3364580;2570879;2567897;2781989;2617140;2617830;2721365;2722759;2923400;
Bratislava-Petrzalka;Celkovavymerauzemiaobce-mesta(vm2);28680104;28680104;28680104;28680104;28680104;28680104;28680104;28680104;28680104;28680104;28680104;28680104;28680104;28680104;28680104;28680104;28680104;28680104;28680104;28680104;28680104;28680104;
;PolnohospodarskaPoda-spolu(vm2);6102038;6072274;6081133;6007101;6318316;6194705;6185954;6178299;6177473;6161100;6095378;6088491;5641925;5518641;5501454;5490368;5115909;5115737;5027260;5019690;5013205;5012050;
;PolnohospodarskaPoda-ornaPoda(vm2);5261629;5233751;5247710;5173482;5484562;5359027;5351253;5344110;5344110;5328312;5262694;5257221;4812810;4689911;4672900;4662419;4288278;4288271;4230327;4222987;4216750;4216750;
;PolnohospodarskaPoda-vinica(vm2);0;0;0;0;0;566;566;566;566;566;566;566;566;566;566;566;566;566;566;566;566;566;
;PolnohospodarskaPoda-zahrada;233896;233759;233421;233617;233752;235969;234992;234480;233654;233079;232975;231548;231168;230783;230607;230002;229684;229519;229423;229193;228945;227790;
;PolnohospodarskaPoda-ovocnysad(vm2);327928;327664;327664;327664;327664;327664;327664;327664;327664;327664;327664;327664;327664;327664;327664;327664;327664;327664;327628;327628;327628;327628;
;PolnohospodarskaPoda-trvalytravnyporast(vm2);278585;277100;272338;272338;272338;271479;271479;271479;271479;271479;271479;271492;269717;269717;269717;269717;269717;269717;239316;239316;239316;239316;
;NepolnohospodarskaPoda-spolu;22578066;22607830;22598971;22673003;22361788;22485399;22494150;22501805;22502631;22519004;22584726;22591613;23038179;23161463;23178650;23189736;23564195;23564367;23652844;23660414;23666899;23668054;
;NepolnohospodarskaPoda-lesnypozemok(vm2);2786176;2772118;2772139;2772139;2772026;2771993;2771993;2771993;2771993;2771993;2771993;2772101;2771664;2771666;2771666;2771666;2771666;2771666;2771666;2771666;2771666;2771666;
;NepolnohospodarskaPoda-vodnaplocha(vm2);2361090;2351578;2351538;2350989;2072324;2072394;2072800;2072738;2072768;2072719;2072765;2072138;2065714;2065409;2065409;2065389;2065684;2065684;2065850;2065926;2065926;2065926;
;NepolnohospodarskaPoda-zastavanaplochaanadvorie(vm2);6826590;6868867;6876601;6876298;7088403;7352963;7425855;7447422;7492609;7480408;7504252;7689905;7966049;8024883;8047977;8086011;8109456;8155558;8193249;8179045;8234258;8347852;
;NepolnohospodarskaPoda-ostatnaplocha(vm2);10604210;10615267;10598693;10673577;10429035;10288049;10223502;10209652;10165261;10193884;10235716;10057469;10234752;10299505;10293598;10266670;10617389;10571459;10622079;10643777;10595049;10482610;
Bratislava-Rusovce;Celkovavymerauzemiaobce-mesta(vm2);25558261;25558261;25558261;25558261;25558261;25558261;25558261;25558261;25558261;25558261;25558261;25558261;25558261;25558261;25558261;25558261;25558261;25558261;25558261;25558261;25558261;25558261;
;PolnohospodarskaPoda-spolu(vm2);18293881;18158577;18194523;18141745;18132780;18118571;18113396;18092297;18237226;18209070;18197561;18193359;18133481;18086202;18068879;18059459;18057776;18049723;18043948;18035517;18030204;18024933;
;PolnohospodarskaPoda-ornaPoda(vm2);17691708;17573739;17644882;17594750;17554129;17539985;17500072;17498483;17491688;17460057;17444831;17437628;17394298;17348026;17331571;17321613;17317241;17313420;17308863;17300606;17295005;17290477;
;PolnohospodarskaPoda-vinica(vm2);927;927;927;187;187;187;187;187;187;187;187;187;187;0;0;0;0;0;0;0;0;0;
;PolnohospodarskaPoda-zahrada;368729;351394;316197;314291;345947;345882;382883;380580;382566;386041;389758;392759;393058;392238;391370;391908;394597;394319;393101;392927;393215;392472;
;PolnohospodarskaPoda-trvalytravnyporast(vm2);232517;232517;232517;232517;232517;232517;230254;213047;362785;362785;362785;362785;345938;345938;345938;345938;345938;341984;341984;341984;341984;341984;
;NepolnohospodarskaPoda-spolu;7264380;7399684;7363738;7416516;7425481;7439690;7444865;7465964;7321035;7349191;7360700;7364902;7424780;7472059;7489382;7498802;7500485;7508538;7514313;7522744;7528057;7533328;
;NepolnohospodarskaPoda-lesnypozemok(vm2);1433654;1433612;1436289;1436283;1436283;1436283;1436283;1436283;1436283;1436283;1436283;1436274;1436274;1436274;1436274;1436274;1436274;1436274;1436274;1436241;1436241;1436241;
;NepolnohospodarskaPoda-vodnaplocha(vm2);524507;524507;524507;524507;524507;524507;524507;524507;524507;524507;524507;524507;524507;532045;532045;532045;532045;532045;532045;1074561;1074561;1074561;
;NepolnohospodarskaPoda-zastavanaplochaanadvorie(vm2);1275812;1463827;1426571;1459676;1494883;1597036;1606548;1610179;1614988;1629560;1640647;1644903;1652255;1663815;1670977;1683769;1689319;1696728;1707498;1911171;1922365;1927641;
;NepolnohospodarskaPoda-ostatnaplocha(vm2);4030407;3977738;3976371;3996050;3969808;3881864;3877527;3894995;3745257;3758841;3759263;3759218;3811744;3839925;3850086;3846714;3842847;3843491;3838496;3100771;3094890;3094885;
Borinka;Celkovavymerauzemiaobce-mesta(vm2);15801357;15801357;15796840;15796840;15796840;15796840;15796840;15796840;15796840;15796840;15796840;15791564;15791564;15791564;15792548;15792548;15792548;15792548;15792548;15792548;15792548;15792548;
;PolnohospodarskaPoda-spolu(vm2);2593124;2592705;2591649;2589928;2586779;2584978;2585030;2575832;2573528;2569436;2563376;2557468;2542223;2506190;2507189;2504749;2501503;2496811;2492593;2486671;2477179;2475108;
;PolnohospodarskaPoda-ornaPoda(vm2);732300;732046;734317;732360;732279;784352;826607;819633;470729;467847;466281;461152;443410;811700;811887;810482;818035;816511;815655;812749;808954;808556;
;PolnohospodarskaPoda-vinica(vm2);2522;2522;2522;2522;2522;2522;2522;1942;1942;1942;1942;1942;1942;1942;2889;2889;2889;2889;2889;2889;2889;2889;
;PolnohospodarskaPoda-zahrada;292196;292744;296402;297408;308350;308071;310269;314560;315972;315003;317822;315966;330251;331550;331687;370555;368759;365680;363486;360470;356665;355188;
;PolnohospodarskaPoda-ovocnysad(vm2);86467;86479;86479;87681;87233;87233;84679;81240;81231;81231;78609;78444;69651;67729;66643;66643;66504;66439;66439;66439;66439;66439;
;PolnohospodarskaPoda-trvalytravnyporast(vm2);1479639;1478914;1471929;1469957;1456395;1402800;1360953;1358457;1703654;1703413;1698722;1699964;1696969;1293269;1294083;1254180;1245316;1245292;1244124;1244124;1242232;1242036;
;NepolnohospodarskaPoda-spolu;13208233;13208652;13205191;13206912;13210061;13211862;13211810;13221008;13223312;13227404;13233464;13234096;13249341;13285374;13285359;13287799;13291045;13295737;13299955;13305877;13315369;13317440;
;NepolnohospodarskaPoda-lesnypozemok(vm2);12720608;12720608;12720598;12721666;12721617;12721617;12721537;12721537;12721551;12722802;12721856;12721856;12721734;12721559;12721431;12716910;12716613;12721634;12721570;12721525;12719464;12719459;
;NepolnohospodarskaPoda-vodnaplocha(vm2);134943;134943;132989;132355;132141;132141;132141;132141;132141;131911;131834;126558;126056;126056;125335;122638;122638;122339;122339;122339;122339;122339;
;NepolnohospodarskaPoda-zastavanaplochaanadvorie(vm2);281938;282067;279874;280921;284028;285969;287559;297371;298276;298907;305817;308590;314399;319374;320061;321479;322293;327737;330515;335047;339974;342490;
;NepolnohospodarskaPoda-ostatnaplocha(vm2);70744;71034;71730;71970;72275;72135;70573;69959;71344;73784;73957;77092;87152;118385;118532;126772;129501;124027;125531;126966;133592;133152;
Gajary;Celkovavymerauzemiaobce-mesta(vm2);50878369;50878369;50878369;50878369;50878369;50878369;50878369;50878369;50878369;50878369;50878369;50878369;50878369;50831178;50831178;50831178;50831178;50831178;50831178;50831178;50831178;50831178;
;PolnohospodarskaPoda-spolu(vm2);34127149;34126816;34120222;34137738;34138047;34145922;34145183;34333779;34331025;34330638;34328606;34314788;34192597;34130111;34120596;34073919;34066512;34050013;34033463;34021448;34009729;34057430;
;PolnohospodarskaPoda-ornaPoda(vm2);27603308;27614775;27612632;27607878;27608189;27609280;27608950;29823788;29829944;29894587;29914658;29921132;29803371;29775126;29768155;29724443;29720374;29705963;29693599;29684957;29681041;29689762;
;PolnohospodarskaPoda-vinica(vm2);70639;70639;70371;69499;68915;66668;66084;63333;63333;62270;61235;60669;58971;58479;58527;57943;57125;56201;55197;55077;53376;50782;
;PolnohospodarskaPoda-zahrada;664051;652251;648868;643391;643973;643676;643974;641390;633232;568032;543761;532502;531166;522485;520447;519126;517377;516249;514042;512377;508412;506826;
;PolnohospodarskaPoda-ovocnysad(vm2);578878;578878;578878;578878;578878;578878;578878;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
;PolnohospodarskaPoda-trvalytravnyporast(vm2);5210273;5210273;5209473;5238092;5238092;5247420;5247297;3805268;3804516;3805749;3808952;3800485;3799089;3774021;3773467;3772407;3771636;3771600;3770625;3769037;3766900;3810060;
;NepolnohospodarskaPoda-spolu;16751220;16751553;16758147;16740631;16740322;16732447;16733186;16544590;16547344;16547731;16549763;16563581;16685772;16701067;16710582;16757259;16764666;16781165;16797715;16809730;16821449;16773748;
;NepolnohospodarskaPoda-lesnypozemok(vm2);11478894;11582417;11582316;11623322;11623322;11622667;11622667;11365197;11350835;11349277;11348861;11335030;11319417;11314560;11280448;11253927;11251595;11244966;11244966;11244923;11244002;11254331;
;NepolnohospodarskaPoda-vodnaplocha(vm2);1874146;1874146;1874146;1874080;1874080;1884623;1879555;1748064;1748135;1748135;1748135;1755253;1751133;1703942;1703942;1703942;1703942;1703942;1703607;1703607;1703607;1703607;
;NepolnohospodarskaPoda-zastavanaplochaanadvorie(vm2);2043228;1959388;1967575;1874680;1875439;1865878;1867254;1802698;1799959;1799436;1802978;1813671;1832073;1836762;1799200;1800936;1819323;1799970;1799076;1801942;1808568;1808958;
;NepolnohospodarskaPoda-ostatnaplocha(vm2);1354952;1335602;1334110;1368549;1367481;1359279;1363710;1628631;1648415;1650883;1649789;1659627;1783149;1845803;1926992;1998454;1989806;2032287;2050066;2059258;2065272;2006852;
